家賃,物件番号,情報更新日,次回更新予定日,所在地,建物名,沿線・駅・交通,専有面積,専用庭面積,間取り,間取り内訳,バルコニー,サービスルーム数,小学校区,中学校区,駐車場,駐車場：形式,駐車場：状況,駐車場備考,駐車場敷金,敷金,礼金,精算方式,保証金,保証金償却,管理費,共益費,雑費,家賃保証会社,家賃保証・保証費用等,保険,更新料,その他一時金,施設費用,その他費用,賃貸借区分,契約期間,特優賃区分,管理員の勤務形態,敷地延長,建物構造,建物工法,最適用途,階建,階,築年月,現況,入居可能時期,設備,特記事項,備考,取引態様,担当者,担当者連絡先,市区
5.0,99291876,2022年12月06日,2022年12月20日,福岡市早良区西新５丁目1-17  mapを見る,アルファコンフォート福岡西新  607,福岡市空港線西新駅 徒歩3分 駅までmap 福岡市空港線唐人町駅 徒歩19分 駅までmap 福岡市空港線藤崎駅 徒歩9分 駅までmap ,20.67㎡ / 約6.25坪,nan,1K,nan, 北,nan,nan,nan,無,nan,　,nan,nan,無,2ヶ月,nan,無,nan,1万円,nan,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,オゾン消毒費：1万8000円,nan,nan,nan,2年,nan,nan,nan,ＳＲＣ,nan,nan,地上14階建,6階部分,1992[H4]年5月,空家,相談　,都市ガス　 エアコン　 バス・トイレ別　 冷蔵庫　 ＩＨクッキングヒーター　 洗面所　 洗面台　 洗濯機置場　 フローリング　 照明器具付き　 ２面バルコニー　 エレベーター　 宅配ボックス　 駐輪場　 24時間セキュリティ　,角部屋　,nan,貸主,nan,"
",早良
14.5,99302273,2022年12月06日,2022年12月20日,福岡市早良区百道浜３丁目３－６  mapを見る,シーサイドももちヴェルデコート６番館  906,福岡市空港線藤崎駅 徒歩10分 百道中央公園西口バス停 徒歩1分 駅までmap 福岡市空港線西新駅 徒歩16分 駅までmap ,94.47㎡ / 約28.58坪,nan,3LDK,ＬＤＫ20.9／和6／洋6.4／洋4.3, 南,nan,nan,nan,空有,nan,　,nan,nan,1ヶ月 / 14.5万円,2ヶ月 / 29万円,nan,無,nan,無,無,無,nan,nan,有、22000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＳＲＣ,nan,nan,地上14階建,9階部分,1991[H3]年7月,空家,相談　,都市ガス　 電気　 上水道　 下水道　 給湯　 シャワー　 ＣＡＴＶ　 システムキッチン　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　 ２口コンロ　 独立洗面脱衣所　,分譲タイプ　 南向き　,90平米を越える広さに日当り・風通し良好な物件です！シーサイドももちシリーズなので建物の構造もしっかりしてますね♪♪一度は住んでみたいまち”百道浜”住環境が整っており、ワンランク上の上質空間です！駐車場の空きについては要確認,専任媒介,nan,"
",早良
9.0,98822777,2022年12月06日,2022年12月20日,福岡市早良区城西１丁目１－３１  mapを見る,グローバルマンション  501,福岡市空港線西新駅 徒歩5分 城西１丁目バス停 徒歩3分 駅までmap 福岡市空港線唐人町駅 徒歩16分 駅までmap ,56.7㎡ / 約17.15坪,nan,3LDK,洋5／洋6／和6／ＬＤＫ8, 南東,nan,nan,nan,空有　1万6500円,nan,　,nan,nan,無,1ヶ月 / 9万円,nan,無,nan,無,5000円,無,nan,nan,有、22000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上5階建,5階部分,1987[S62]年11月,空家,相談　2022年7月29日,都市ガス　 電気　 上水道　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 駐輪場　 ２口コンロ　 独立洗面脱衣所　 防犯カメラ　,nan,３口コンロ付きのキッチン、広いバルコニーも魅力的ですね。角部屋なので日当たりも良好です。西新駅徒歩5分の好立地。周辺にはスーパー・コンビニ・ドラックストアなど便利な施設がたくさんあります。駐車場の空きについては要確認,専任媒介,nan,"
",早良
5.5,99125467,2022年12月05日,2022年12月19日,福岡市早良区四箇６丁目8-15  mapを見る,尾崎コーポ  201号,福岡市七隈線賀茂駅 徒歩32分 駅までmap 福岡市七隈線次郎丸駅 徒歩32分 駅までmap 西鉄バス　四箇田公民館前 3分,壁芯64.59㎡ / 約19.54坪,nan,3SDK,洋7.5／洋6／和6／Ｓ1.5／ＤＫ6, 南,1.0,福岡市立四箇田小学校　距離222ｍ,福岡市立金武中学校　距離1107ｍ,空有　駐車場1台無料,nan,　,2台目近隣に確保,nan,2ヶ月 / 11万円,無,敷引 2ヶ月,無,nan,無,nan,無,有 全保連※契約者や条件によっては、内容が変更になる場合があります。,家賃等の１００％又は5０％,有、25000円、2年、あいおいニッセイ同和損保（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,木造,nan,nan,地上2階建,2階部分,1988[S63]年9月,空家,即時　,プロパンガス　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 収納スペース　 ウォークインクローゼット　 ガスコンロ設置可　 洗面所　 洗面台　 洗濯機置場　 室内洗濯機置場　 フローリング　 バルコニー　 ルーフバルコニー　 駐輪場　 出窓　 独立洗面脱衣所　 納戸　 浴室に窓　 和室有　 ダブルロックキー　 シューズボックス　 天袋　 押入れ　 キッチンに窓　 ３口コンロ以上　,ペット不可　 二人入居可　 日当り良好　 閑静住宅街　 角部屋　 最上階　 内装リフォーム　 眺望良好　,小学校、幼稚園、保育所すぐ近くに有り小学校、幼稚園、保育所すぐ近くに有り　日当り良好　２階角部屋　駐車場２台目（軽３，０００）近隣に有り,専任媒介,ごとう　かおる,"
										TEL：092-864-3608
",早良
8.8,99276097,2022年12月06日,2022年12月20日,福岡市早良区室見５丁目１－２２  周辺mapを見る,第２門司ビル  ５０１,福岡市空港線室見駅 徒歩1分 ,66.43㎡ / 約20.10坪,nan,3LDK,和 6　洋 8･5　LDK 12,nan,nan,nan,nan,空有　1万3200円,nan,　,nan,nan,無,2ヶ月,nan,無,nan,無,nan,無,有 月額賃料５０％～１００％（全保連）※契約者や条件によっては、内容が変更になる場合があります。,nan,有、21000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上6階建,5階部分,1984[S59]年3月,空家,相談　,給湯　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 収納スペース　 システムキッチン　 洗面所　 洗面台　 フローリング　 バルコニー　 オートロック　 ＴＶモニタ付きインターホン　,nan,nan,一般媒介,nan,"
",早良
3.5,99247054,2022年12月05日,2022年12月14日,福岡市早良区曙２丁目8-1  mapを見る,リベラル  402,福岡市空港線西新駅 徒歩15分 駅までmap 福岡市七隈線別府駅 徒歩14分 駅までmap 昭代一丁目バス停 徒歩3分 ,内法23.32㎡ / 約7.05坪,nan,1K,洋6.5,nan,nan,福岡市立高取小学校　距離870ｍ,私立中村学園女子中学校　距離702ｍ,無,nan,　,nan,nan,無,無,実費,無,nan,無,2000円,無,有 JPMCファイナンス（家賃クレジットカード支払可能）※契約者や条件によっては、内容が変更になる場合があります。,"月額保証料：賃料等の3％（最低1,500円）　月次事務手数料：440円（税込）",有、16000円、2年、家財保険（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換代：1万6500円定額クリーニング代：3万3000円ネット初回手数料：3300円,nan,安心サポート料：1650円 / 月水町費：2750円 / 月,nan,2年,nan,巡回,nan,ＲＣ,nan,nan,地上4階建,4階部分,1994[H6]年3月,空家,相談　,都市ガス　 エアコン　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 収納スペース　 洗濯機置場　 室内洗濯機置場　 照明器具付き　 バルコニー　 ＴＶモニタ付きインターホン　 インターネット使い放題　 インターネット対応　 シューズボックス　 敷地内ゴミ置き場　,ペット不可　 角部屋　,"※写真は同タイプ別住戸の写真となります。現状優先ですのでご了承ください。【入居時必要費用】・定額クリーニング費：33,000円(税込)※退去時のご返金はございません・鍵交換費：16,500円(税込)・ネット利用する場合　初回事務手数料：3,300円(税込)　※月額費用無料【保証会社利用料】　※①もしくは②③選択必須　※事務手数料440円(税込)①月額賃料等合計額の3％（最低1,500円）/月額　(家賃クレジットカード支払可能)②月額賃料等の60％(最低30,000円)/契約時　　更新料：10,000円/1年毎③月額賃料等の80％(最低40,000円)/契約時のみ【その他費用】・更新事務手数料：11,000円(税込)・短期解約違約金（1年未満解約時、賃料等の1ヵ月分）",貸主,nan,"
										TEL：050-1742-4132
",早良
6.0,99294217,2022年12月06日,2022年12月20日,福岡市早良区原４丁目８－８  周辺mapを見る,エスポワールドミ藤崎南  202,福岡市空港線室見駅 徒歩23分 福岡市七隈線次郎丸駅 徒歩29分 福岡市七隈線別府駅 徒歩37分 ,50.03㎡ / 約15.13坪,nan,2LDK,ＬＤＫ10.5／洋6／洋5.5, 南,nan,nan,nan,空有,nan,　,nan,nan,無,2ヶ月 / 12万円,nan,無,nan,無,無,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＳＲＣ,nan,nan,地上6階建,2階部分,1976[S51]年10月,空家,相談　2022年11月11日,都市ガス　 電気　 上水道　 下水道　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ガスコンロ設置可　 洗面台　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 ＴＶモニタ付きインターホン　 駐輪場　 防犯カメラ　,南向き　,駐車場の空きについては要確認,専任媒介,nan,"
",早良
13.8,99303348,2022年12月05日,2022年12月19日,福岡市早良区城西１丁目５－１８  mapを見る,グランドメゾン西新  502,福岡市空港線西新駅 徒歩6分 城西橋バス停 徒歩1分 駅までmap 福岡市七隈線別府駅 徒歩13分 駅までmap ,71.37㎡ / 約21.59坪,nan,3LDK,nan, 南西,nan,nan,nan,空有　1万6500円,nan,　,nan,4万5000円,1ヶ月 / 13.8万円,2ヶ月 / 27.6万円,nan,無,nan,無,無,無,nan,nan,有、22000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＳＲＣ,nan,nan,地上14階建,5階部分,1997[H9]年10月,空家,相談　,都市ガス　 電気　 上水道　 下水道　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 システムキッチン　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 ２口コンロ　 独立洗面脱衣所　 防犯カメラ　,nan,駐車場の空きについては要確認,専任媒介,nan,"
",早良
4.2,98803314,2022年12月05日,2022年12月19日,福岡市早良区飯倉２丁目8-22  mapを見る,ラ・クラッセ飯倉Ⅱ  102,福岡市七隈線茶山駅 徒歩13分 駅までmap 飯倉一丁目バス停 徒歩3分 福岡市七隈線別府駅 徒歩19分 駅までmap ,25.2㎡ / 約7.62坪,nan,1K,洋5.8／Ｋ3.7, 東,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,無,4500円,無,有 アシスト保証※契約者や条件によっては、内容が変更になる場合があります。,nan,有※契約者や条件によっては、内容が変更になる場合があります。,旧賃料22000円 ,退去時清掃代：5万5000円安心サポート入会金：5000円鍵交換代：1万9800円,nan,安心サポート（保険）：1500円 / 月,nan,2年,nan,巡回,nan,木造,nan,nan,地上2階建,1-2階部分（入口：1階）,2012[H24]年1月,空家,即時　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 収納スペース　 システムキッチン　 洗面所　 洗面台　 シャンプードレッサー　 室内洗濯機置場　 ロフト　 フローリング　 ＴＶモニタ付きインターホン　 独立洗面脱衣所　 防犯セキュリティ　,ペット不可　 日当り良好　 閑静住宅街　 メゾネット　,"当社の空室資料はこちらからダウンロードできます。ＩＤ、ＰＡＳＳは直接ご連絡下さい！！【ゼロ不動産管理ホームページ】http://www.zerokanri.co.jp/trader/index.html【初期費用】鍵交換代：19,800円  16,500円 ※物件により異なります。消毒代：13,750円 19,800 ※間取りで異なります。保証会社：保証人有40％ ※月額賃料50,000未満の場合 最低保証料 20,000　保証人無50％ ※月額賃料50,000未満の場合 最低保証料 25,000事務手数料：13,200円安心サポート：初回入会金5,000円　　月額1,500円 月額1.800 ※間取りで変更あり※安心サポートには24時間緊急サポートと家財保険が含まれます。",代理,nan,"
",早良
6.3,99278085,2022年12月05日,2022年12月19日,福岡市早良区原３丁目1番7号  mapを見る,ウェークハイツ冨田  101号,福岡市空港線藤崎駅 徒歩13分 駅までmap 原一丁目バス停 徒歩5分 ,64.71㎡ / 約19.57坪,nan,2LDK,和6／洋／ＬＤＫ,nan,nan,福岡市立大原小学校　距離376ｍ,福岡市立原中央中学校　距離722ｍ,空有　8000円,nan,　,nan,nan,無,2ヶ月,nan,無,nan,無,3000円,無,有 JID※契約者や条件によっては、内容が変更になる場合があります。,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,nan,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上4階建,1階部分,1990[H2]年7月,空家,即時　,給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 収納スペース　 シャンプードレッサー　 室内洗濯機置場　 バルコニー　 和室有　 シューズボックス　 押入れ　,ペット不可　,nan,専任媒介,nan,"
",早良
7.0,99305426,2022年12月06日,2022年12月20日,福岡市早良区賀茂１丁目４１－１  mapを見る,セレーノ賀茂  305,福岡市七隈線賀茂駅 徒歩9分 駅までmap 福岡市七隈線野芥駅 徒歩12分 駅までmap 福岡市七隈線次郎丸駅 徒歩17分 駅までmap ,69.72㎡ / 約21.09坪,nan,3LDK,ＬＤＫ12／洋6／洋6／洋6, 南,nan,nan,nan,空有　5500円,nan,　,nan,nan,無,2ヶ月 / 14万円,nan,無,nan,無,3500円,無,nan,nan,有、22000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上3階建,3階部分,1990[H2]年10月,空家,相談　,都市ガス　 電気　 上水道　 下水道　 給湯　 トイレ　 バス・トイレ別　 シャワー　 シャンプードレッサー　 室内洗濯機置場　 バルコニー　 駐輪場　 出窓　 独立洗面脱衣所　,南向き　,駐車場の空きについては要確認,専任媒介,nan,"
",早良
6.9,99308843,2022年12月05日,2022年12月19日,福岡市早良区賀茂２丁目34-20  mapを見る,アドバンス賀茂南  203,福岡市七隈線賀茂駅 徒歩7分 駅までmap 福岡市七隈線野芥駅 徒歩8分 駅までmap 福岡市七隈線次郎丸駅 徒歩18分 駅までmap ,内法40.5㎡ / 約12.25坪,nan,2LDK,ＬＤＫ10.4／洋3.5／洋4.6,nan,nan,nan,nan,空有　7700円,nan,　,nan,nan,無,無,実費,無,nan,無,4000円,無,有 ジェイリース※契約者や条件によっては、内容が変更になる場合があります。,初回保証料60%,有、15000円、2年、フレックス少額短期保険（例）※契約者や条件によっては、内容が変更になる場合があります。,旧賃料22000円 ,鍵交換代：2万2000円,nan,２４時間サポート：660円 / 月町費：500円 / 月,nan,2年,nan,巡回,nan,木造,nan,nan,地上3階建,2階部分,2019[R1]年5月,居住中,相談　,プロパンガス　 エアコン　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 収納スペース　 システムキッチン　 室内洗濯機置場　 フローリング　 バルコニー　 オートロック　 ＴＶモニタ付きインターホン　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　 全居室フローリング　 シューズボックス　,ペット不可　 角部屋　,"※物件のお問い合わせは下記担当者携帯までご連絡下さい。FAX番号:(092)707-7099入居時消毒代16,500円（税込）退去時クリーニング代　75,900円（税込）短期解約違約金　1年未満2か月　1年以上2年未満1ヶ月",一般媒介,松森,"
										TEL：080-8592-6749
",早良
6.3,99291964,2022年12月06日,2022年12月20日,福岡市早良区田隈３丁目２５－２２  mapを見る,第一中村ビル  103,福岡市七隈線賀茂駅 徒歩17分 田隈小学校前バス停 徒歩8分 駅までmap 福岡市七隈線野芥駅 徒歩18分 駅までmap ,47.16㎡ / 約14.27坪,nan,2LDK,ＬＤＫ10.5／洋4.8／洋4, 南,nan,nan,nan,空有　6050円,nan,　,nan,nan,無,2ヶ月 / 12.6万円,nan,無,nan,無,3000円,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上3階建,1階部分,1976[S51]年5月,空家,相談　2022年10月8日,都市ガス　 電気　 上水道　 下水道　 エアコン　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 システムキッチン　 室内洗濯機置場　 バルコニー　 ＴＶモニタ付きインターホン　 駐輪場　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　,南向き　,閑静な住宅街にございますので、静かな環境で生活がお送りできます。南向きで日当たり良好なので、お洗濯ものがしっかりと乾きます。お部屋も明るくて、冬の寒さ対策にもなりますね！駐車場の空きについては要確認,専任媒介,nan,"
",早良
3.5,98238704,2022年12月06日,2022年12月20日,福岡市早良区西新３丁目１２－６  mapを見る,西新コーポラス  102,福岡市空港線西新駅 徒歩3分 西南学院大学前バス停 徒歩2分 駅までmap 福岡市空港線藤崎駅 徒歩13分 駅までmap ,25.11㎡ / 約7.60坪,nan,1DK,和6／ＤＫ4.5, 南,nan,nan,nan,空有　1万1000円,nan,　,nan,nan,無,1ヶ月 / 3.5万円,nan,無,nan,無,2000円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上3階建,1階部分,1984[S59]年3月,空家,相談　,プロパンガス　 電気　 上水道　 給湯　 バス・トイレ同　 シャワー　 ＣＡＴＶ　 洗面台　 室内洗濯機置場　 インターネット使い放題　,南向き　,キッチンもまな板が置ける使い勝手の良いタイプでお料理もらくらく。駐車場の空きについては要確認,専任媒介,nan,"
",早良
7.5,99197086,2022年12月06日,2022年12月20日,福岡市早良区南庄１丁目9-13  mapを見る,エクシード室見  202,福岡市空港線室見駅 徒歩12分 駅までmap 福岡市空港線藤崎駅 徒歩18分 駅までmap 筑肥線姪浜駅 徒歩26分 駅までmap 西鉄バス南庄停徒歩4分,56.34㎡ / 約17.04坪,nan,2LDK,ＤＫ／洋／和6, 北東,nan,nan,nan,空有　4500円,nan,　,nan,nan,1ヶ月,2ヶ月,nan,無,nan,5000円,nan,無,nan,nan,有、22000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,オゾン消毒費：1万8000円,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上4階建,2階部分,1985[S60]年11月,空家,相談　,都市ガス　 バス・トイレ別　 ＣＡＴＶ　 洗面台　 室内洗濯機置場　 フローリング　 バルコニー　 ２面バルコニー　 24時間セキュリティ　,日当り良好　 分譲タイプ　,nan,代理,nan,"
",早良
4.5,99306751,2022年12月05日,2022年12月19日,福岡市早良区荒江２丁目9-14  mapを見る,セラフィン西新南  706,福岡市空港線西新駅 徒歩22分 駅までmap 福岡市七隈線金山駅 徒歩23分 駅までmap 荒江四角バス停 徒歩3分 ,壁芯27㎡ / 約8.17坪,nan,1K,洋9, 南,nan,nan,nan,空有　1万2000円,nan,　,空き状況はその都度ご確認をお願いします。,nan,無,無,実費,無,nan,無,無,無,有 全保連（保証料：家賃総額の５０％(毎年1万円）又は100％をお選び頂けます。）※契約者や条件によっては、内容が変更になる場合があります。,nan,有、16000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換費用：1万6500円OL解除キー保証金：1万円消毒料：1万1000円,nan,水道代(定額）：3000円 / 月町費：250円 / 月,nan,2年,nan,巡回,nan,ＲＣ,nan,nan,地上10階建,7階部分,1994[H6]年1月,空家,即時　,エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 ＢＳ端子　 ＣＳ　 収納スペース　 ＩＨクッキングヒーター　 洗面所　 洗濯機置場　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 オール電化　 バイク置場(屋外）　 独立洗面脱衣所　 防犯カメラ　 火災報知機　 全居室フローリング　 インターネット対応　 シューズボックス　 敷地内ゴミ置き場　,ペット不可　 日当り良好　 眺望良好　 保証人不要　,☆敷地内コインパーキングもあり！！◎解約時に清掃料として4万円（税別）が必要です。故意過失は別途実費。,一般媒介,賃貸部携帯,"
										TEL：090-4511-0555
",早良
3.5,97674994,2022年12月06日,2022年12月20日,福岡市早良区西新３丁目１２－６  mapを見る,西新コーポラス  103,福岡市空港線西新駅 徒歩3分 西南学院大学前バス停 徒歩2分 駅までmap 福岡市空港線藤崎駅 徒歩13分 駅までmap ,25.11㎡ / 約7.60坪,nan,1DK,和6／ＤＫ4.5, 南,nan,nan,nan,空有　1万1000円,nan,　,nan,nan,無,1ヶ月 / 3.5万円,nan,無,nan,無,2000円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上3階建,1階部分,1984[S59]年3月,空家,相談　,プロパンガス　 電気　 上水道　 エアコン　 給湯　 バス・トイレ同　 シャワー　 ＣＡＴＶ　 洗面台　 室内洗濯機置場　 インターネット使い放題　,南向き　,人気の福岡市早良区西新地区の、１ＤＫのご紹介♪ひろーいキッチンはお料理好きな方に超オススメ！西南学院大学まで徒歩3分の立地も人気の秘密！！地下鉄西新駅まで徒歩3分！改札までも5分で行けますよ！通勤・通学も時間を短縮できるので、その分、朝はゆっくりしましょう★◎ドンキホーテ徒歩２分◎吉村病院徒歩１分◎西日本シティ銀行徒歩３分◎佐賀銀行徒歩３分◎コイン駐車場徒歩１分駐車場の空きについては要確認,専任媒介,nan,"
",早良
4.1,99287634,2022年12月05日,2022年12月13日,福岡市早良区百道２丁目１４番９号  mapを見る,セントラルビレッジ百道  5006,福岡市空港線藤崎駅 徒歩3分 駅までmap ,27.2㎡ / 約8.23坪,nan,1DK,ＤＫ5／洋6, 南東 4.16㎡,nan,nan,nan,空有　9000円,nan,　,nan,nan,1.8万円,4.1万円,nan,無,nan,無,2000円,無,有,全保連株式会社　初回50％更新有（1年毎1万円）。学生は初回1万円更新有（1年毎1万円）。,有、15000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換代（入居時）：1万4300円,nan,水道代（定額）：2300円 / 月町費：200円 / 月,nan,1年,nan,nan,nan,ＲＣ,nan,nan,地上5階建,5階部分,1988[S63]年2月,空家,相談　,エアコン　 トイレ　 バス・トイレ別　 システムキッチン　 ＩＨクッキングヒーター　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 駐輪場　 オール電化　 タンク式電気給湯器　 インターネット使い放題　 防犯カメラ　 シューズボックス　 押入れ　,ペット不可　,オール電化・広めのキッチン♪※敷地内駐車場空き有。屋根無９０００円、屋根有１００００円。サイズ要確認。リモコン保証料１８０００円。,専任媒介,nan,"
",早良
6.5,99308009,2022年12月06日,2022年12月20日,福岡市早良区百道１丁目２０－３  mapを見る,ドゥエム百道  301,福岡市空港線藤崎駅 徒歩5分 駅までmap 福岡市空港線室見駅 徒歩13分 駅までmap 福岡市空港線西新駅 徒歩15分 駅までmap ,41.35㎡ / 約12.51坪,nan,2DK,nan,nan,nan,nan,nan,空有　1万3200円,nan,　,nan,2万4000円,3ヶ月 / 19.5万円,無,敷引 3ヶ月19.5万円 ,無,nan,無,5000円,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上4階建,3階部分,1996[H8]年3月,空家,相談　,都市ガス　 電気　 上水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 シャンプードレッサー　 室内洗濯機置場　 エレベーター　 オートロック　 駐輪場　 独立洗面脱衣所　,nan,藤崎駅まで徒歩５分の良い立地です！！日当たりも良好で子育てしやすい環境です。コンビニもスーパーも徒歩圏内です。警察署が横にあるのも嬉しいですね！！駐車場の空きについては要確認,専任媒介,nan,"
",早良
6.3,98710628,2022年12月05日,2022年12月19日,福岡市早良区西新４丁目３－２０  mapを見る,フェリクス西新  902,福岡市空港線西新駅 徒歩1分 西新４丁目バス停 徒歩1分 駅までmap ,35.55㎡ / 約10.75坪,nan,ワンルーム,洋14,nan,nan,nan,nan,空無,nan,　,nan,nan,無,1ヶ月 / 6.3万円,nan,無,nan,無,2150円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＳＲＣ,nan,nan,地上13階建,9階部分,1996[H8]年3月,空家,相談　,都市ガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 駐輪場　 防犯カメラ　,nan,オートロック・エレベーター完備。もちろん駐車場もございます。駐車場の空きについては要確認,専任媒介,nan,"
",早良
6.3,99281182,2022年12月06日,2022年12月20日,福岡市早良区弥生１丁目５－１６  mapを見る,メゾン・ド・マルス  207,福岡市空港線藤崎駅 徒歩6分 弥生１丁目バス停 徒歩1分 駅までmap 福岡市空港線室見駅 徒歩10分 駅までmap ,38.54㎡ / 約11.66坪,nan,2DK,洋6／洋6.1／ＤＫ5, 南,nan,nan,nan,空有　8800円,nan,　,nan,nan,無,2ヶ月 / 12.6万円,nan,無,nan,無,5000円,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上5階建,2階部分,1996[H8]年4月,空家,相談　2022年11月29日,都市ガス　 電気　 上水道　 エアコン　 給湯　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 インターネット使い放題　 独立洗面脱衣所　 防犯カメラ　,リノベーション　 南向き　,近隣にコンビニがあるのでとても便利ですよ♪焼き鳥屋さんやおいしい餃子屋さんもあるので華金は選び放題ですね！　スーパーもあるので利便性ばっちりです！駐車場の空きについては要確認,専任媒介,nan,"
",早良
