家賃,物件番号,情報更新日,次回更新予定日,所在地,建物名,沿線・駅・交通,専有面積,専用庭面積,間取り,間取り内訳,バルコニー,サービスルーム数,小学校区,中学校区,駐車場,駐車場：形式,駐車場：状況,駐車場備考,駐車場敷金,敷金,礼金,精算方式,保証金,保証金償却,管理費,共益費,雑費,家賃保証会社,家賃保証・保証費用等,保険,更新料,その他一時金,施設費用,その他費用,賃貸借区分,契約期間,特優賃区分,管理員の勤務形態,敷地延長,建物構造,建物工法,最適用途,階建,階,築年月,現況,入居可能時期,設備,特記事項,備考,取引態様,担当者,担当者連絡先,市区
4.3,99146919,2022年12月05日,2022年12月19日,福岡市東区松崎４丁目6-34  mapを見る,プレゾンマツザキ  301,西日本鉄道貝塚線西鉄千早駅 徒歩12分 駅までmap 鹿児島本線千早駅 徒歩12分 駅までmap 西日本鉄道貝塚線名島駅 徒歩15分 駅までmap ,30㎡ / 約9.08坪,nan,2DK,ＤＫ4.5／洋4.5／和6, 南,nan,nan,nan,空無,nan,　,nan,nan,無,無,実費,無,nan,無,3000円,無,"有 全保連株式会社（更新有り：10,000円／年）※契約者や条件によっては、内容が変更になる場合があります。",総額賃料等の50％,有、15000円、2年、あいおいニッセイ同和損害保険（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,町内会費：600円 / 月,nan,2年,nan,nan,nan,鉄骨造,nan,nan,地上3階建,3階部分,1986[S61]年1月,空家,即時　,都市ガス　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ガスコンロ設置可　 洗濯機置場　 バルコニー　 駐輪場　,ペット不可　 日当り良好　 閑静住宅街　,"退去時清掃費：30,000円（税別）",貸主,nan,"
",東
1.9,99103257,2022年12月05日,2022年12月19日,福岡市東区下原４丁目7-40  mapを見る,ヴィクトリー・モア九産大前  208,鹿児島本線九産大前駅 徒歩11分 駅までmap ,16.7㎡ / 約5.05坪,nan,1K,nan,無,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,無,3000円,無,有 確認ください（全保連　月額合計100％ジェイリース　月額合計80％日本セーフティ　月額合計80％～100％）※契約者や条件によっては、内容が変更になる場合があります。,nan,有、17000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,シード24：840円 / 月口座振替料：400円 / 月共益費：3000円 / 月,nan,1年,nan,巡回,nan,木造,nan,nan,地上2階建,2階部分,1989[H1]年2月,居住中,相談　,プロパンガス　 エアコン　 トイレ　 収納スペース　 洗濯機置場　 ロフト　 フローリング　 ＴＶモニタ付きインターホン　 駐輪場　 シューズボックス　 敷地内ゴミ置き場　,ペット相談可　 二人入居可　 閑静住宅街　 角部屋　 事務所使用可　 最上階　,退去時クリーニング：38000円,代理,nan,"
",東
3.0,99318615,2022年12月05日,2022年12月19日,福岡市東区箱崎４丁目37-17  mapを見る,シティベール明石  202,福岡市箱崎線箱崎九大前駅 徒歩16分 駅までmap 福岡市箱崎線箱崎宮前駅 徒歩12分 駅までmap 福岡市箱崎線馬出九大病院前駅 徒歩23分 駅までmap ,内法20㎡ / 約6.05坪,nan,ワンルーム,洋11,nan,nan,nan,nan,空無,nan,　,nan,nan,無,無,実費,無,nan,無,8000円,無,"有 株式会社Casa（更新10,000円/年　引落手数料550円/月）※契約者や条件によっては、内容が変更になる場合があります。","20,000円",有、16000円、2年、ジャパン少額短期保険（例）※契約者や条件によっては、内容が変更になる場合があります。,nan,鍵交換費用：1万6500円,nan,nan,nan,2年,nan,nan,nan,木造,nan,nan,地上2階建,2階部分,1987[S62]年9月,空家,即時　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ガスコンロ設置可　 洗濯機置場　 ロフト　 バルコニー　,ペット不可　 保証人不要　,"・事務手数料11,000円（税込）・短期違約金は1年未満の解約は総賃料の2ヶ月分、1年以上2年未満の解約は総賃料1ヶ月分・故意過失実費精算及び退去時清掃費用として33,000円（税込）・退去通知1か月前",専任媒介,nan,"
",東
5.2,99302412,2022年12月05日,2022年12月19日,福岡市東区馬出２丁目4-25  mapを見る,スカイヒルズ九大前  402,福岡市箱崎線馬出九大病院前駅 徒歩2分 駅までmap ,壁芯30㎡ / 約9.08坪,nan,1K,洋9, 南東,nan,nan,nan,空有　8800円,nan,　,nan,nan,無,1.5ヶ月,実費,無,nan,無,3000円,無,無,nan,有※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換代：1万9800円ルームケアプラス：3万8500円Wi-Fiポート設定：5500円退去時クリーニング代：3万3000円,nan,水町費：2500円 / 月プラスライフ24：990円 / 月浄水器リース代：1100円 / 月,nan,1年,nan,nan,nan,鉄骨造,nan,nan,地上12階建,4階部分,2002[H14]年2月,空家,相談　,都市ガス　 冷房　 暖房　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 収納スペース　 システムキッチン　 洗面所　 洗面台　 シャンプードレッサー　 洗濯機置場　 室内洗濯機置場　 フローリング　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　 ２口コンロ　 防犯カメラ　,ペット不可　 日当り良好　 閑静住宅街　 角部屋　 外観タイル張り　,nan,専任媒介,nan,"
",東
11.0,98805030,2022年12月06日,2022年12月20日,福岡市東区香椎浜４丁目７－４  mapを見る,ネクサス香椎４号棟  203,鹿児島本線香椎駅 徒歩15分 駅までmap 香椎線香椎神宮駅 徒歩12分 駅までmap 鹿児島本線千早駅 徒歩9分 駅までmap ,80.28㎡ / 約24.28坪,nan,3LDK,洋4.9／洋7.6／和6／ＬＤＫ16.1, 南,nan,nan,nan,無,nan,　,nan,nan,1ヶ月 / 11万円,2ヶ月 / 22万円,nan,無,nan,無,無,無,nan,nan,有、22000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上4階建,2階部分,1989[H1]年3月,空家,相談　2022年10月31日,都市ガス　 電気　 上水道　 下水道　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 システムキッチン　 室内洗濯機置場　 フローリング　 オートロック　 駐輪場　 ２口コンロ　 独立洗面脱衣所　,分譲タイプ　 南向き　,郵便局・香椎浜のイオンも徒歩圏内にありますので何かと便利です！今だ根強い人気がありますネクサスシリーズですので、ご連絡はお早めが良いかと思います！,専任媒介,nan,"
",東
3.2,99303291,2022年12月06日,2022年12月20日,福岡市東区若宮４丁目2-37  mapを見る,GODDESS  304,鹿児島本線千早駅 徒歩13分 駅までmap ,20.25㎡ / 約6.13坪,nan,1K,洋7.0・K2.0, 南西,nan,nan,nan,無,nan,　,nan,nan,無,3.2万円,nan,無,nan,無,3000円,無,有 【株式会社JACCS】[初回保証料1万円]【株式会社Casa】[初回保証料]賃料等合計額の50％(最低保証料2万円)。[年間保証料]1万円。※契約者や条件によっては、内容が変更になる場合があります。,nan,有、2年、当社指定（例）※契約者や条件によっては、内容が変更になる場合があります。,0.5ヶ月 ,カギ交換費用：1万7600円,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上4階建,3階部分,1996[H8]年4月,空家,期日指定　2022年12月10日上旬,都市ガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 ＣＡＴＶ　 ＢＳ端子　 洗濯機置場　 バルコニー　 オートロック　,nan,駐車場：無しお問合せ番号 971239-304 / 町会費300円（月額） / 保険料800円（月額） / 保険:800円/月,貸主,nan,"
",東
6.8,99310789,2022年12月06日,2022年12月20日,福岡市東区千早５丁目３２－１８  周辺mapを見る,レガーロ千早  804,鹿児島本線千早駅 徒歩8分 西日本鉄道貝塚線香椎宮前駅 徒歩1分 鹿児島本線香椎駅 徒歩9分 ,30.03㎡ / 約9.08坪,nan,1LDK,ＬＤＫ7.8／洋3.4, 南,nan,nan,nan,空無,nan,　,nan,nan,無,1ヶ月 / 6.8万円,nan,無,nan,無,5500円,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上11階建,8階部分,2015[H27]年3月,空家,相談　,プロパンガス　 電気　 上水道　 下水道　 エアコン　 給湯　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＢＳ端子　 ＣＳ　 ウォークインクローゼット　 システムキッチン　 シャンプードレッサー　 室内洗濯機置場　 浴室乾燥機　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 出窓　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　 防犯カメラ　,ペット相談可　 猫可　 南向き　,駐車場の空きについては要確認,専任媒介,nan,"
",東
6.5,99312766,2022年12月06日,2022年12月20日,福岡市東区二又瀬新町１４－２２  mapを見る,ＨＦ福岡レジデンスＥＡＳＴ  801,篠栗線柚須駅 徒歩8分 二又瀬公園前バス停 徒歩8分 駅までmap 鹿児島本線箱崎駅 徒歩24分 駅までmap ,40.02㎡ / 約12.11坪,nan,1LDK,ＬＤＫ10.4／洋6.7, 南東,nan,nan,nan,空有　6600円,nan,　,nan,6000円,1ヶ月 / 6.5万円,1ヶ月 / 6.5万円,nan,無,nan,無,4000円,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上10階建,8階部分,2007[H19]年1月,居住中,相談　,プロパンガス　 電気　 上水道　 下水道　 エアコン　 給湯　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 シャンプードレッサー　 室内洗濯機置場　 浴室乾燥機　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 インターネット使い放題　 独立洗面脱衣所　 防犯カメラ　,nan,駐車場の空きについては要確認,専任媒介,nan,"
",東
5.8,99274123,2022年12月06日,2022年12月20日,福岡市東区舞松原５丁目５－２  周辺mapを見る,Ｍ＆Ｓ８番館  103,香椎線舞松原駅 徒歩11分 若宮田バス停 徒歩5分 香椎線香椎神宮駅 徒歩19分 ,40.33㎡ / 約12.20坪,nan,2DK,nan, 南東,nan,nan,nan,空有,nan,　,nan,nan,無,無,nan,無,nan,無,2000円,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,鉄骨造,nan,nan,地上2階建,1階部分,2007[H19]年4月,空家,相談　2022年10月25日,プロパンガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 室内洗濯機置場　 バルコニー　 ＴＶモニタ付きインターホン　 駐輪場　 独立洗面脱衣所　,nan,駐車場の空きについては要確認,専任媒介,nan,"
",東
6.5,99308102,2022年12月05日,2022年12月19日,福岡市東区香住ヶ丘２丁目16-26(仮)  mapを見る,仮）香住ヶ丘AP2  303,鹿児島本線九産大前駅 徒歩4分 駅までmap 西日本鉄道貝塚線香椎花園前駅 徒歩10分 駅までmap 西日本鉄道貝塚線唐の原駅 徒歩13分 駅までmap ,内法35.33㎡ / 約10.69坪,nan,1LDK,ＬＤＫ10.9／洋4,nan,nan,nan,nan,無,nan,　,nan,nan,無,1ヶ月,実費,無,nan,無,3000円,無,有 ジェイリース※契約者や条件によっては、内容が変更になる場合があります。,初回保証料60％,有、18000円、2年、日本共済（例）※契約者や条件によっては、内容が変更になる場合があります。,旧賃料22000円 ,nan,nan,２４時間サポート：660円 / 月,nan,2年,nan,巡回,nan,木造,nan,nan,地上3階建,3階部分,2023[R5]年2月（新築）,未完成,予定　2023年2月下旬,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 ＢＳ端子　 収納スペース　 システムキッチン　 カウンターキッチン　 浴室乾燥機　 フローリング　 バルコニー　 オートロック　 ＴＶモニタ付きインターホン　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　 全居室フローリング　 光ファイバー　 シューズボックス　,角部屋　 最上階　,"※物件のお問い合わせは下記担当者携帯までご連絡下さい。FAX番号:(092)707-7099入居時消毒代16,500円（税込）退去時クリーニング代　49,500円（税込）短期解約違約金　1年未満2か月　1年以上2年未満1ヶ月町費有り。（確認中）",貸主,松森,"
										TEL：080-8592-6749
",東
3.0,99110642,2022年12月06日,2022年12月20日,福岡市東区原田１丁目9-26  mapを見る,ヒルトップ原田  102,鹿児島本線箱崎駅 徒歩11分 駅までmap 福岡市箱崎線箱崎九大前駅 徒歩17分 駅までmap 篠栗線柚須駅 徒歩22分 駅までmap ,18㎡ / 約5.45坪,nan,ワンルーム,洋 8,nan,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,無,nan,無,有 フォーシーズ・全保連等※契約者や条件によっては、内容が変更になる場合があります。,nan,有※契約者や条件によっては、内容が変更になる場合があります。,5500円 ,nan,nan,町費：200円 / 月２４時間サポート：880円 / 月月額保険：740円 / 月,nan,1年,nan,nan,nan,木造,nan,nan,地上2階建,1階部分,1991[H3]年2月,空家,相談　,エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 収納スペース　 ＩＨクッキングヒーター　 洗濯機置場　 ロフト　 フローリング　,閑静住宅街　,nan,代理,nan,"
",東
5.9,99302334,2022年12月05日,2022年12月19日,福岡市東区箱崎４丁目３５－３  mapを見る,フォーラムシオイ  301,福岡市箱崎線箱崎宮前駅 徒歩8分 駅までmap 鹿児島本線箱崎駅 徒歩19分 駅までmap 福岡市箱崎線箱崎九大前駅 徒歩12分 駅までmap ,32.24㎡ / 約9.75坪,nan,2DK,nan, 南,nan,nan,nan,空有　6600円,nan,　,nan,nan,無,1ヶ月 / 5.9万円,nan,無,nan,無,3000円,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,鉄骨造,nan,nan,地上3階建,3階部分,1986[S61]年8月,居住中,相談　,プロパンガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 室内洗濯機置場　 バルコニー　 ＴＶモニタ付きインターホン　 駐輪場　 ２口コンロ　 独立洗面脱衣所　,南向き　,駐車場の空きについては要確認,専任媒介,nan,"
",東
3.0,98431219,2022年12月05日,2022年12月19日,福岡市東区下原３丁目１５－５  mapを見る,サンガーデン１番館  203,鹿児島本線九産大前駅 徒歩24分 駅までmap 鹿児島本線香椎駅 徒歩33分 駅までmap 西日本鉄道貝塚線西鉄香椎駅 徒歩35分 駅までmap ,22.68㎡ / 約6.86坪,nan,ワンルーム,洋9, 南東,nan,nan,nan,空有,nan,　,nan,nan,無,無,nan,無,nan,無,2500円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,木造,nan,nan,地上2階建,2階部分,1999[H11]年3月,空家,相談　,プロパンガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 システムキッチン　 洗濯機置場　 ロフト　 フローリング　 バルコニー　 ２口コンロ　 インターネット使い放題　,nan,東区下原３丁目のアパートタイプに空き情報です◎◎洋室9帖の広々空間★なんとキッチンには2口コンロも完備です★★敷地内駐車場もありますのでお車をお持ちの方もいかがでしょうか？？お家賃のフリーレントなどもお気軽にご相談下さい＾＾駐車場の空きについては要確認,専任媒介,nan,"
",東
6.2,99211859,2022年12月06日,2022年12月20日,福岡市東区二又瀬新町１４－２２  mapを見る,ＨＦ福岡レジデンスＥＡＳＴ  504,篠栗線柚須駅 徒歩8分 二又瀬公園前バス停 徒歩8分 駅までmap 鹿児島本線箱崎駅 徒歩24分 駅までmap ,40.02㎡ / 約12.11坪,nan,1LDK,ＬＤＫ10.5／洋6.4, 南東,nan,nan,nan,空有　6600円,nan,　,nan,6000円,1ヶ月 / 6.2万円,無,nan,無,nan,無,4000円,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上10階建,5階部分,2007[H19]年1月,空家,相談　2022年11月16日,プロパンガス　 電気　 上水道　 下水道　 エアコン　 給湯　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 シャンプードレッサー　 室内洗濯機置場　 浴室乾燥機　 フローリング　 照明器具付き　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　 防犯カメラ　,nan,駐車場の空きについては要確認,専任媒介,nan,"
",東
5.0,98824803,2022年12月06日,2022年12月20日,福岡市東区松崎２丁目４－５  mapを見る,シュクール２１  203,鹿児島本線千早駅 徒歩22分 駅までmap 西日本鉄道貝塚線西鉄千早駅 徒歩22分 駅までmap 西日本鉄道貝塚線名島駅 徒歩15分 駅までmap ,29.64㎡ / 約8.97坪,nan,1K,洋8／Ｋ2, 南西,nan,nan,nan,空無,nan,　,nan,nan,無,1ヶ月 / 5万円,nan,無,nan,無,2000円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上3階建,2階部分,2001[H13]年10月,空家,相談　,都市ガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 宅配ボックス　 インターネット使い放題　 防犯カメラ　,nan,駐車場の空きについては要確認,専任媒介,nan,"
",東
2.0,99318859,2022年12月06日,2022年12月20日,福岡市東区和白２丁目５－９  mapを見る,エクセルグリーン  105,西日本鉄道貝塚線和白駅 徒歩8分 駅までmap 香椎線和白駅 徒歩9分 駅までmap 西日本鉄道貝塚線唐の原駅 徒歩10分 駅までmap ,19.84㎡ / 約6.00坪,nan,1K,洋 6　K 3,nan,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,無,無,150円,nan,nan,有、18000円、2年、（例）宅建ファミリー共済（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,巡回,nan,木造,nan,nan,地上2階建,1階部分,1985[S60]年12月,空家,相談　,給湯　 バス・トイレ別　 シャワー　 ガスコンロ設置可　 バルコニー　,閑静住宅街　,★転出時清掃代２２，０００円（税込）有り。,代理,nan,"
",東
4.85,99279554,2022年12月05日,2022年12月19日,福岡市東区香住ヶ丘３丁目13-15  mapを見る,ミオーナ香住ヶ丘Ⅱ  101,鹿児島本線九産大前駅 徒歩5分 駅までmap 西日本鉄道貝塚線香椎花園前駅 徒歩9分 駅までmap 西日本鉄道貝塚線唐の原駅 徒歩12分 駅までmap ,壁芯22.35㎡ / 約6.76坪,nan,1K,Ｋ2.8／洋6,nan,nan,福岡市立香住丘小学校　距離200ｍ,nan,無,nan,　,軽専用,nan,無,無,実費,無,nan,無,3000円,無,有 ジェイリース※契約者や条件によっては、内容が変更になる場合があります。,月額総賃料の80％,有、16000円、2年、ジャパン少額短期保険（例）※契約者や条件によっては、内容が変更になる場合があります。,無,事務手数料：7700円消毒：1万1000円,nan,安心サポート：850円 / 月口座振替手数料：400円 / 月町費：800円 / 月,nan,2年,nan,nan,nan,軽量鉄骨,nan,nan,地上2階建,1階部分,2022[R4]年8月（新築）,空家,即時　,プロパンガス　 エアコン　 給湯　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 収納スペース　 システムキッチン　 洗面所　 洗面台　 シャンプードレッサー　 洗濯機置場　 室内洗濯機置場　 浴室乾燥機　 ディンプルキー　 バルコニー　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 24時間換気システム　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　 シャッター(雨戸）　 全居室フローリング　 光ファイバー　 浴室暖房　 オートバス　 ダブルロックキー　 シューズボックス　,ペット不可　 角部屋　,"1年未満規約違約金　家賃2か月分2年未満解約違約金　家賃1ヶ月分退去時清掃代　家賃1ヶ月分2年毎　更新事務手数料11,000円",代理,nan,"
",東
2.9,99190438,2022年12月06日,2022年12月20日,福岡市東区香椎駅東２丁目１８－２３  mapを見る,エルボン香椎Ａ棟  102,鹿児島本線香椎駅 徒歩5分 九州高校バス停 徒歩8分 駅までmap 西日本鉄道貝塚線西鉄香椎駅 徒歩13分 駅までmap ,23.8㎡ / 約7.20坪,nan,ワンルーム,洋8, 南西,nan,nan,nan,空有,nan,　,nan,nan,無,無,nan,無,nan,無,3000円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,定期借家,7年3ヶ月,nan,nan,nan,木造,nan,nan,地上2階建,1階部分,1997[H9]年2月,空家,相談　2022年6月18日,プロパンガス　 電気　 上水道　 エアコン　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 洗面台　 ロフト　 フローリング　 駐輪場　 インターネット使い放題　,nan,香椎駅まで徒歩数分の距離です。駐車場の空きについては要確認,専任媒介,nan,"
",東
3.3,99289479,2022年12月05日,2022年12月19日,福岡市東区唐原４丁目5番6号  mapを見る,プルメリア唐原  208,鹿児島本線九産大前駅 徒歩10分 駅までmap 大名バス停 徒歩2分 ,壁芯25.74㎡ / 約7.79坪,nan,1K,洋8, 南西,nan,nan,nan,空有　8000円,nan,　,nan,nan,無,無,実費,無,nan,無,無,無,有 日本賃貸保証※契約者や条件によっては、内容が変更になる場合があります。,nan,有、17000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,退去時清掃代：3万6300円,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上4階建,2階部分,1992[H4]年3月,空家,即時　,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 収納スペース　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 オートロック　 駐輪場　 インターネット使い放題　 ＣＡＴＶインターネット　,ペット不可　 外観タイル張り　,オートロック付！！学生さんにおすすめ！！,専任媒介,nan,"
",東
3.5,99308556,2022年12月05日,2022年12月19日,福岡市東区松崎３丁目20-3  mapを見る,ジャイロ松崎  101,西日本鉄道貝塚線名島駅 徒歩15分 駅までmap 鹿児島本線千早駅 徒歩25分 駅までmap 千早四丁目バス停 徒歩19分 ,37.26㎡ / 約11.27坪,nan,2DK,nan,nan,nan,nan,nan,空有　3300円,自走（平置きも含む）,【 屋根状況　屋根なし 】　,"ネームプレート代　3,300円",nan,無,無,nan,無,nan,無,無,無,有 ジェイリース（集金代行）※契約者や条件によっては、内容が変更になる場合があります。,"20,000円または25,000円（プランによる）",有、18000円、2年、日本共済（例）※契約者や条件によっては、内容が変更になる場合があります。,旧賃料5500円 ,鍵交換：1万8700円室内抗菌：9900円,nan,nan,nan,2年,nan,巡回,nan,木造,nan,nan,地上2階建,1階部分,1978[S53]年4月,空家,相談　,プロパンガス　 給湯　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 ガスコンロ設置可　 洗面台　 洗濯機置場　 浴室に窓　 和室有　 全居室収納　 押入れ　 キッチンに窓　,ペット不可　 二人入居可　 閑静住宅街　 角部屋　 保証人不要　,2DKでこの家賃！！閑静な住宅街です。,代理,nan,"
",東
23.5,99063045,2022年12月06日,2022年12月20日,福岡市東区香椎照葉３丁目２－３  周辺mapを見る,アイランドシティ・インフィニガーデン　イースト棟  908,西日本鉄道貝塚線西鉄香椎駅 徒歩26分 アイランドシティバス停 徒歩1分 西日本鉄道貝塚線香椎花園前駅 徒歩22分 ,144.38㎡ / 約43.68坪,nan,4LDK,ＬＤＫ31.9／洋10.3／洋7.6／洋7.3／洋5.6, 東,nan,nan,nan,空有,nan,　,nan,nan,無,1ヶ月 / 23.5万円,nan,無,nan,無,6000円,無,nan,nan,有、22000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上14階建,9階部分,2007[H19]年8月,居住中,相談　,都市ガス　 電気　 上水道　 下水道　 給湯　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 サウナ　 ＣＡＴＶ　 システムキッチン　 シャンプードレッサー　 室内洗濯機置場　 浴室乾燥機　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 ２口コンロ　 独立洗面脱衣所　 防犯カメラ　,ペット相談可　 猫可　,高速道路の乗り口も開通して交通利便性も上がりました！開発が進む香椎照葉をぜひご確認ください！駐車場の空きについては要確認,専任媒介,nan,"
",東
4.9,99229223,2022年12月06日,2022年12月20日,福岡市東区原田１丁目２１－３１  mapを見る,ラ・クール箱崎Ⅱ－Ｂ棟  201,鹿児島本線箱崎駅 徒歩13分 原田バス停 徒歩5分 駅までmap 福岡市箱崎線箱崎九大前駅 徒歩20分 駅までmap ,32.14㎡ / 約9.72坪,nan,1DK,洋9／ＤＫ4.5, 南西,nan,nan,nan,空有,nan,　,nan,nan,無,無,nan,無,nan,無,3000円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,鉄骨造,nan,nan,地上2階建,2階部分,1997[H9]年1月,居住中,相談　,都市ガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 洗面台　 室内洗濯機置場　 駐輪場　 インターネット使い放題　 防犯カメラ　,nan,鹿児島線 / 箱崎駅 　 徒歩13分駐車場の空きについては要確認,専任媒介,nan,"
",東
