家賃,物件番号,情報更新日,次回更新予定日,所在地,建物名,沿線・駅・交通,専有面積,専用庭面積,間取り,間取り内訳,バルコニー,サービスルーム数,小学校区,中学校区,駐車場,駐車場：形式,駐車場：状況,駐車場備考,駐車場敷金,敷金,礼金,精算方式,保証金,保証金償却,管理費,共益費,雑費,家賃保証会社,家賃保証・保証費用等,保険,更新料,その他一時金,施設費用,その他費用,賃貸借区分,契約期間,特優賃区分,管理員の勤務形態,敷地延長,建物構造,建物工法,最適用途,階建,階,築年月,現況,入居可能時期,設備,特記事項,備考,取引態様,担当者,担当者連絡先,市区
4.0,97960728,2022年12月06日,2022年12月20日,福岡市博多区竹下１丁目１９－１２  mapを見る,インプレザ竹下駅前Ⅱ  811,鹿児島本線竹下駅 徒歩5分 駅までmap 西鉄天神大牟田線大橋駅 徒歩16分 駅までmap 西鉄天神大牟田線高宮駅 徒歩17分 駅までmap ,20.03㎡ / 約6.06坪,nan,1K,Ｋ3／洋7.2, 南西,nan,nan,nan,空有　8800円,nan,　,nan,nan,無,無,nan,無,nan,無,4000円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上9階建,8階部分,1995[H7]年3月,空家,相談　,プロパンガス　 電気　 上水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 ＢＳ端子　 ＩＨクッキングヒーター　 洗面台　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 インターネット使い放題　 防犯カメラ　 家具付き　,nan,博多駅のお隣「竹下」駅から徒歩圏内なので、博多エリアへの通勤、通学をお考えの方は是非！スーパーやコンビニエンスストア、さらに、病院や郵便局も近いので、何かと不安の多い新生活も安心、快適です！駐車場の空きについては要確認,専任媒介,nan,"
",博多
3.5,99317663,2022年12月05日,2022年12月19日,福岡市博多区博多駅前４丁目33-11  mapを見る,朝日プラザ博多  404,福岡市空港線博多駅 徒歩13分 駅までmap 九州新幹線博多駅 徒歩13分 駅までmap 鹿児島本線博多駅 徒歩13分 駅までmap ,壁芯17.92㎡ / 約5.42坪,nan,1K,nan,nan,nan,nan,nan,空無,nan,　,nan,nan,無,無,実費,無,nan,無,4000円,無,有 日本セーフティー（保証人無60％　保証人有50％）※契約者や条件によっては、内容が変更になる場合があります。,50％　60％,有、ＳＢＩ少額短期保険　月額（例）※契約者や条件によっては、内容が変更になる場合があります。,旧賃料11000円 ,消毒費：1万6500円鍵交換費：2万2000円,nan,ＪＢＲ：880円 / 月ＳＢＩ少額短期保険：800円 / 月,nan,2年,nan,nan,nan,ＳＲＣ,nan,nan,地上11階建,4階部分,1985[S60]年6月,空家,相談　（現状回復中）,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ同　 シャワー　 収納スペース　 ＩＨクッキングヒーター　 洗面台　 フローリング　 バルコニー　 駐輪場　 エレベーター2基以上　 シューズボックス　 敷地内ゴミ置き場　,ペット不可　 日当り良好　 分譲タイプ　 外観タイル張り　 保証人不要　,"初期費用・鍵交換代　22,000円（税込）・保証会社　日本セーフティー株式会社（必須）・事務手数料　11,000円（税込）【特約事項】・違約金　2年未満解約賃料2ヵ月分・退去時クリーニング費用として、賃料(家賃＋共益費）＋税・故意過失は実費精算・入居の長短に関わらず室内で喫煙跡が発見された際にはクロス張替全額代負担となります。・2年毎に部屋の更新事務手数料10,000円（税別）・1年毎に保証会社更新事務手数料10,000円（税込）・火災保険（少額短期保険）800/月・ＪＢＲ（安心サポート）880円/月・水道費は2カ月に一度建物管理が実費にて徴収・駐輪場　ステッカー代￥500　￥100/月（2カ月に一度￥200建物管理が徴収）",代理,nan,"
										TEL：090-718-0820
										メールアドレス：allest.info@gmail.com
",博多
4.6,98500654,2022年12月06日,2022年12月20日,福岡市博多区博多駅南４丁目１６－１４  mapを見る,ＢＥ・ＩＮ  501,鹿児島本線博多駅 徒歩18分 駅までmap 福岡市空港線博多駅 徒歩18分 駅までmap 福岡市空港線東比恵駅 徒歩15分 駅までmap ,32.75㎡ / 約9.91坪,nan,ワンルーム,洋12, 南東,nan,nan,nan,空有　1万1000円,nan,　,nan,nan,無,1ヶ月 / 4.6万円,nan,無,nan,無,2000円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上7階建,5階部分,1988[S63]年12月,空家,相談　2022年5月12日,プロパンガス　 電気　 上水道　 下水道　 エアコン　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 ガスコンロ設置可　 洗面台　 室内洗濯機置場　 フローリング　 エレベーター　 オートロック　 駐輪場　 出窓　,nan,博多駅までのアクセス便利な博多駅南エリア！広々12帖のワンルームマンション！駐車場の空きについては要確認,専任媒介,nan,"
",博多
7.7,99287467,2022年12月05日,2022年12月19日,福岡市博多区博多駅東３丁目176-1  mapを見る,LELION KAWAKAMI  801,福岡市空港線東比恵駅 徒歩7分 駅までmap 福岡市空港線博多駅 徒歩10分 駅までmap 鹿児島本線博多駅 徒歩10分 駅までmap ,34.18㎡ / 約10.34坪,nan,1LDK,nan,nan,nan,nan,nan,空無,nan,　,nan,nan,無,1.5ヶ月,実費,無,nan,5000円,nan,無,有 アシスト保証※契約者や条件によっては、内容が変更になる場合があります。,nan,無,旧賃料22000円 ,退去時清掃費（税別）：7万円,nan,安心サポート：1500円 / 月,nan,2年,nan,巡回,nan,ＲＣ,nan,nan,地上8階建,8階部分,2023[R5]年2月（新築）,未完成,予定　2023年3月上旬,プロパンガス　 エアコン　 給湯　 追焚機能　 トイレ　 バス・トイレ別　 温水洗浄便座　 ＢＳ端子　 ＣＳ　 収納スペース　 ウォークインクローゼット　 システムキッチン　 カウンターキッチン　 シャンプードレッサー　 室内洗濯機置場　 浴室乾燥機　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 インターネット使い放題　 防犯カメラ　 全居室フローリング　 玄関収納　 シューズボックス　 ３口コンロ以上　,角部屋　 最上階　 未入居　 保証人不要　,"当社の空室資料はこちらからダウンロードできます。ＩＤ、ＰＡＳＳは直接ご連絡下さい！！【ゼロ不動産管理ホームページ】http://www.zerokanri.co.jp/trader/index.html毎週月、金曜日18時に最新情報更新！！【初期費用等】鍵交換代：契約時不要　退去時紛失の場合22,000円（税込）保証会社：保証人有40％　無50％安心サポート：初回入会金5,000円(簡易消火器付)月額1,500円※安心サポートには24時間緊急サポートと家財保険が含まれます。町費：未定バイク（原付）駐輪：月額1,100円（税込）",代理,nan,"
",博多
4.0,99245200,2022年12月05日,2022年12月19日,福岡市博多区美野島３丁目4-15  mapを見る,ピュアドーム博多アクティオ  403,西鉄天神大牟田線高宮駅 徒歩15分 駅までmap 東海道・山陽新幹線博多駅 徒歩16分 駅までmap 鹿児島本線竹下駅 徒歩18分 駅までmap ,18.3㎡ / 約5.54坪,nan,1K,nan, 3.6㎡,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,無,3000円,無,有 確認ください（全保連：月額合計100％ジェイリース：月額合計80％日本セーフティー：月額合計80％～100）※契約者や条件によっては、内容が変更になる場合があります。,nan,有、17000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換代：1万6500円,nan,共益費：3000円 / 月シード24：840円 / 月口座振替手数料：400円 / 月,nan,1年,nan,nan,nan,ＲＣ,nan,nan,地上6階建,4階部分,1994[H6]年2月,空家,即時　,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 温水洗浄便座　 収納スペース　 洗濯機置場　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　,分譲タイプ　,退去時クリーニング：40000円,代理,nan,"
",博多
4.8,99286887,2022年12月05日,2022年12月19日,福岡市博多区上牟田３丁目9-22  mapを見る,サニーサイドアップ  105,福岡市空港線東比恵駅 徒歩12分 駅までmap 鹿児島本線竹下駅 徒歩25分 駅までmap 鹿児島本線博多駅 徒歩26分 駅までmap ,24.96㎡ / 約7.55坪,nan,1K,洋6.7, 南東,nan,nan,nan,空無　1万2100円,自走（平置きも含む）,【 屋根状況　屋根なし 】　,nan,nan,無,1ヶ月,実費,無,nan,無,3300円,無,有 全保連等※契約者や条件によっては、内容が変更になる場合があります。,初回保証委託料50％,有、17000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換代：1万7600円,nan,ホゼナル：880円 / 月町内会費：250円 / 月,nan,2年,nan,巡回,nan,ＲＣ,nan,nan,地上9階建,1階部分,2005[H17]年2月,空家,即時　,プロパンガス　 冷房　 暖房　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 収納スペース　 システムキッチン　 洗面所　 洗面台　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　 ２口コンロ　 独立洗面脱衣所　 防犯カメラ　 全居室フローリング　 インターネット対応　 ＣＡＴＶインターネット　 シューズボックス　 敷地内ゴミ置き場　,ペット不可　,"・鍵交換代　17,600円・家財保険　2年17,000円・保証料　全保連　50％、年間更新料1万円・契約事務手数料10,000円（税別）・退去時清掃代48,000円（税別）・短期解約違約金　2年未満1ヶ月、1年未満2ヶ月",貸主,長、蒲原,"
										TEL：092-737-0888
",博多
5.1,99284870,2022年12月05日,2022年12月19日,福岡市博多区青木１丁目１７番１７号  mapを見る,ラ・エスペランサ  206,福岡市空港線福岡空港駅 徒歩15分 駅までmap ,35㎡ / 約10.59坪,nan,2K,Ｋ3／洋6／洋7.3, 南 3.5㎡,nan,nan,nan,近隣確保（220m）　5500円,nan,　,nan,nan,無,2ヶ月 / 10.2万円,nan,無,nan,無,3000円,無,有,"全保連株式会社　総額家賃の50％（1年毎10,000円）口座振替必須。口座振替手数料300円+税。",有、15000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換代（入居時）：1万4300円,nan,町費：300円 / 月駐輪代：100円 / 月駐輪代（バイク）：200円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上3階建,2階部分,2002[H14]年3月,空家,相談　,都市ガス　 エアコン　 給湯　 トイレ　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 ガスコンロ設置可　 洗面台　 室内洗濯機置場　 バルコニー　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　 バイク置場(屋外）　 ２口コンロ　 インターネット使い放題　 防犯カメラ　 ＣＡＴＶインターネット　 シューズボックス　,ペット不可　 日当り良好　 閑静住宅街　,ｊ－ｃｏｍインターネット４０Ｍ無線無料・２年未満短期解約違約金１ヶ月・駐輪代区画有、空要確認・自転車月額１台１００円、バイク月額２００円・町費月額３００円・駐車場満車、近隣月極駐車場１台確保、月額５，５００円・鍵交換代（入居時）１４，３００円・火災保険代（２年間）１５，０００円・保証会社加入必須（全保連）　保証料月額賃料の５０％（１年毎１万円）・居室照明器具１基サービス設置,専任媒介,nan,"
",博多
5.0,99278221,2022年12月05日,2022年12月19日,福岡市博多区博多駅南３丁目5-35  mapを見る,大蔵マンション南博多  304,福岡市空港線東比恵駅 徒歩12分 駅までmap 博多南線博多駅 徒歩13分 駅までmap 九州新幹線博多駅 徒歩13分 駅までmap ,壁芯26.77㎡ / 約8.10坪,nan,1DK,nan,nan,nan,nan,nan,空無,nan,　,nan,nan,無,1ヶ月 / 5万円,実費,無,nan,無,5000円,無,有 日本セーフティー（日本セーフティー　保証人有50％保証人無60％　事務所利用の場合100％）※契約者や条件によっては、内容が変更になる場合があります。,50％　60％,有、ＳＢＩ少額短期保険（例）※契約者や条件によっては、内容が変更になる場合があります。,旧賃料11000円 ,鍵交換費：2万2000円室内消毒代：1万6500円,nan,安心サポート：880円 / 月火災保険：800円 / 月,nan,2年,nan,巡回,nan,ＲＣ,nan,nan,地上7階建,3階部分,1980[S55]年3月,空家,即時　,都市ガス　 エアコン　 給湯　 バス・トイレ同　 収納スペース　 システムキッチン　 ガスコンロ設置可　 洗濯機置場　 フローリング　 バルコニー　 エレベーター　 駐輪場　 敷地内ゴミ置き場　,ペット不可　 日当り良好　 分譲タイプ　 外観タイル張り　 事務所使用可　 保証人不要　,"・火災保険　800円/月・消毒　16,500円・鍵交換代　22,000円・礼金　1ヶ月・保証会社　日本セーフティー※電子契約・ＪＢＲ（24時間安心サポート）　880円/月・事務所使用の場合は家賃＋共益費＋税 ＋￥3,000（￥3,000は建物管理が徴収する）・駐輪場利用時はステッカー代　500円（空いている箇所に停める・月額は不要）・水道代は建物管理が徴収（西日本シティ銀行・肥後銀行なら口座引落可）特約・お部屋の更新事務手数料：11,000円/2年・短期解約違約金：2年未満の場合家賃2ヵ月分・退去時、クリーニング費用として　賃料（家賃＋共益費）＋税・故意過失実費精算事務手数料11,000円",代理,nan,"
										TEL：092-718-0820
										メールアドレス：allest.info@gmail.com
",博多
7.5,99285102,2022年12月05日,2022年12月19日,福岡市博多区博多駅南３丁目25-11  mapを見る,ニューガイアリルーム博多駅南No.73  701,鹿児島本線博多駅 徒歩19分 駅までmap 福岡市空港線博多駅 徒歩17分 駅までmap 美野島三丁目バス停 徒歩7分 ,45.92㎡ / 約13.89坪,nan,2DK,nan,nan,nan,福岡市立春住小学校　距離601ｍ,福岡市立東住吉中学校　距離882ｍ,空無,自走（平置きも含む）,【 屋根状況　屋根あり 】　,nan,nan,無,2ヶ月,実費,無,nan,無,5000円,無,有 ニューガイアバンク保証（更新料なし）※契約者や条件によっては、内容が変更になる場合があります。,●初期費用：月額賃料等の80％～　●月額保証料：月額賃料等の1.5％,有、12000円、2年、みらい少額短期保険株式会社（例）※契約者や条件によっては、内容が変更になる場合があります。,旧賃料20000円 ,鍵交換費用：2万2000円,nan,ライフサポート24：660円 / 月町費：300円 / 月,nan,2年,nan,巡回,nan,ＲＣ,nan,nan,地上8階建,7階部分,1997[H9]年9月,空家,予定　2022年12月下旬,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 ＢＳ端子　 ＣＳ　 収納スペース　 システムキッチン　 ガスコンロ設置可　 洗面所　 洗面台　 室内洗濯機置場　 ロフト　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 独立洗面脱衣所　 防犯カメラ　 全居室フローリング　 インターネット対応　 玄関収納　 シューズボックス　 敷地内ゴミ置き場　,ペット不可　 角部屋　,"お問合せは092-718-0157へ退去時清掃代55,000円（税込）",一般媒介,古賀・楠田,"
										TEL：092-718-0157
",博多
6.1,99268656,2022年12月05日,2022年12月19日,福岡市博多区豊１丁目９－２７  mapを見る,ＨＦ博多東レジデンスⅡ  205,福岡市空港線東比恵駅 徒歩8分 東光小学校前バス停 徒歩6分 駅までmap 鹿児島本線博多駅 徒歩18分 駅までmap ,37.13㎡ / 約11.23坪,nan,2K,Ｋ2.3／洋6.4／洋6.4, 南東,nan,nan,nan,空無,nan,　,nan,nan,1ヶ月 / 6.1万円,無,nan,無,nan,無,3000円,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上10階建,2階部分,2006[H18]年2月,空家,相談　2022年9月20日,プロパンガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 シャンプードレッサー　 室内洗濯機置場　 浴室乾燥機　 フローリング　 照明器具付き　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 ２口コンロ　 インターネット使い放題　 防犯カメラ　,nan,通り沿いで防犯カメラ、TVモニターホン付きですのでセキュリティもご安心。宅配ボックスや自動販売機、平置き駐車場もございます。駅はもちろんスーパー、コンビニも徒歩圏内で生活に便利な立地です＾＾駐車場の空きについては要確認,専任媒介,nan,"
",博多
2.7,99268289,2022年12月05日,2022年12月19日,福岡市博多区竹丘町１丁目1-11  mapを見る,ルエメゾンロワール南福岡  703,西鉄天神大牟田線雑餉隈駅 徒歩8分 駅までmap 鹿児島本線南福岡駅 徒歩7分 駅までmap 鹿児島本線春日駅 徒歩21分 駅までmap ,壁芯21.44㎡ / 約6.49坪,nan,ワンルーム,nan,nan,nan,福岡市立那珂南小学校　距離563ｍ,春日市立春日北中学校　距離1535ｍ,空無,nan,　,nan,nan,無,無,nan,無,nan,5000円,無,無,有 アーク※契約者や条件によっては、内容が変更になる場合があります。,nan,有※契約者や条件によっては、内容が変更になる場合があります。,旧賃料11000円 ,水道代：2500円,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上7階建,7階部分,1989[H1]年6月,空家,即時　,都市ガス　 エアコン　 トイレ　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 収納スペース　 システムキッチン　 フローリング　 エレベーター　 オートロック　 駐輪場　 全居室フローリング　,最上階　,nan,一般媒介,翁長　平日9～19時,"
										TEL：080-6144-2740
",博多
2.9,99267560,2022年12月05日,2022年12月19日,福岡市博多区竹下１丁目8-13  mapを見る,マキシム竹下  102,鹿児島本線竹下駅 徒歩10分 駅までmap 西鉄天神大牟田線大橋駅 徒歩23分 駅までmap 西鉄天神大牟田線高宮駅 徒歩22分 駅までmap ,18㎡ / 約5.45坪,nan,ワンルーム,洋7,nan,nan,nan,nan,空無,nan,　,nan,nan,無,無,nan,無,nan,2000円,nan,無,nan,nan,有※契約者や条件によっては、内容が変更になる場合があります。,nan,nan,nan,町費：400円 / 月安心サポート：880円 / 月保険：1000円 / 月,nan,2年,nan,nan,nan,木造,nan,nan,地上2階建,1階部分,1996[H8]年3月,空家,相談　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ガスコンロ設置可　 洗濯機置場　 ロフト　 フローリング　 バルコニー　 敷地内ゴミ置き場　,nan,敷金礼金０退去時清掃代として29000円,一般媒介,nan,"
",博多
7.7,99291239,2022年12月05日,2022年12月19日,福岡市博多区中洲５丁目４－１０  周辺mapを見る,Ｇｒａｎｄ　Ｅ’ｔｅｒｎａ福岡天神橋  2107,福岡市箱崎線中洲川端駅 徒歩3分 福岡市空港線天神駅 徒歩5分 西鉄天神大牟田線西鉄福岡（天神）駅 徒歩5分 ,34.47㎡ / 約10.43坪,nan,1K,Ｋ1／洋13.3, 南西,nan,nan,nan,空有　2万7500円,nan,　,nan,2万5000円,無,1ヶ月 / 7.7万円,nan,無,nan,無,4000円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上16階建,11階部分,2007[H19]年3月,空家,相談　2022年11月29日,都市ガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 共同トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 サウナ　 システムキッチン　 浄水器　 ＩＨクッキングヒーター　 シャンプードレッサー　 室内洗濯機置場　 浴室乾燥機　 ロフト　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 出窓　 ２口コンロ　 独立洗面脱衣所　 防犯カメラ　,ペット相談可　,地下鉄空港線中洲川端駅より徒歩３分の物件です。駐車場の空きについては要確認,専任媒介,nan,"
",博多
4.0,99297994,2022年12月05日,2022年12月19日,福岡市博多区博多駅前４丁目13-27  mapを見る,グランドハイツ博多  511,鹿児島本線博多駅 徒歩7分 駅までmap 九州新幹線博多駅 徒歩7分 駅までmap 博多南線博多駅 徒歩7分 駅までmap ,壁芯22.3㎡ / 約6.75坪,nan,ワンルーム,洋8, 北東 2.96㎡,nan,nan,nan,空無,nan,　,nan,nan,無,1ヶ月 / 4万円,nan,無,nan,無,無,無,有 ふれんずサポート（家賃等の５０パーセント）※契約者や条件によっては、内容が変更になる場合があります。,20440円,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,nan,nan,nan,サポート24：880円 / 月,nan,2年,nan,日勤,nan,ＳＲＣ,nan,nan,地上11階建,5階部分,1979[S54]年11月,空家,即時　,都市ガス　 エアコン　 給湯　 バス・トイレ同　 ＣＡＴＶ　 バルコニー　 防犯カメラ　 光ファイバー　,ペット不可　 分譲タイプ　 外観タイル張り　,退去時清掃代　　22000円,専任媒介,nan,"
",博多
6.5,99177237,2022年12月06日,2022年12月20日,福岡市博多区博多駅前１丁目28-33  mapを見る,アルファコンフォート博多  1004,福岡市空港線博多駅 徒歩8分 駅までmap 福岡市空港線祇園駅 徒歩5分 駅までmap 福岡市箱崎線呉服町駅 徒歩14分 駅までmap ,20.83㎡ / 約6.30坪,nan,ワンルーム,nan, 南,nan,nan,nan,空有　2万円,nan,　,nan,nan,無,2ヶ月,nan,無,nan,2万5000円,nan,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,給湯料：5000円オゾン消毒費：1万8000円,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上11階建,10階部分,1996[H8]年2月,空家,相談　,エアコン　 ボイラー式給湯システム　 ＢＳ端子　 ＣＳ　 ガスコンロ設置可　 冷蔵庫　 洗濯機置場　 洗濯乾燥機　 フローリング　 照明器具付き　 バルコニー　 エレベーター　 駐輪場　 24時間セキュリティ　,nan,nan,貸主,nan,"
",博多
5.9,99297320,2022年12月05日,2022年12月19日,福岡市博多区麦野２丁目12-15  mapを見る,ベレーザマンション南福岡  305,西鉄天神大牟田線雑餉隈駅 徒歩13分 駅までmap 鹿児島本線笹原駅 徒歩18分 駅までmap 板付六丁目バス停 徒歩7分 ,63.5㎡ / 約19.21坪,nan,3LDK,洋／洋／和6／ＬＤＫ,nan,nan,福岡市立板付小学校　距離334ｍ,福岡市立板付中学校　距離616ｍ,空有　6000円,nan,　,nan,nan,無,2ヶ月,実費,無,nan,無,2000円,無,有 JID※契約者や条件によっては、内容が変更になる場合があります。,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上4階建,3階部分,1990[H2]年1月,空家,即時　,都市ガス　 給湯　 バス・トイレ別　 シャワー　 ＢＳ端子　 収納スペース　 ガスコンロ設置可　 室内洗濯機置場　 和室有　 光ファイバー　 シューズボックス　,ペット不可　 角部屋　,nan,専任媒介,nan,"
",博多
4.3,99271954,2022年12月05日,2022年12月19日,福岡市博多区千代３丁目１－１３  mapを見る,パピルスⅡ  1102,福岡市箱崎線千代県庁口駅 徒歩2分 千代町（今橋釣具店）バス停 徒歩2分 駅までmap ,21.56㎡ / 約6.52坪,nan,ワンルーム,洋9, 南,nan,nan,nan,空無,nan,　,nan,nan,無,1ヶ月 / 4.3万円,nan,無,nan,無,2000円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上11階建,11階部分,1996[H8]年1月,空家,相談　,プロパンガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＢＳ端子　 洗面台　 室内洗濯機置場　 ロフト　 フローリング　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　 出窓　 インターネット使い放題　 防犯カメラ　,ペット相談可　 南向き　,福岡箱崎線 / 千代県庁口駅 　 徒歩2分駐車場の空きについては要確認,専任媒介,nan,"
",博多
6.6,99316192,2022年12月05日,2022年12月19日,福岡市博多区昭南町１丁目2-7  mapを見る,サザンロード南福岡  301,鹿児島本線南福岡駅 徒歩5分 駅までmap 西鉄天神大牟田線雑餉隈駅 徒歩13分 駅までmap 鹿児島本線春日駅 徒歩14分 駅までmap ,内法37.2㎡ / 約11.25坪,nan,1LDK,ＬＤＫ10.2／洋4.4,nan,nan,nan,nan,空有　9900円,nan,　,nan,nan,無,1ヶ月,実費,無,nan,無,3000円,無,有 ジェイリース※契約者や条件によっては、内容が変更になる場合があります。,初回保証料60%,有、18000円、2年、日本共済（例）※契約者や条件によっては、内容が変更になる場合があります。,旧賃料22000円 ,鍵交換代：2万2000円,nan,２４時間サポート：660円 / 月町費：300円 / 月,nan,2年,nan,巡回,nan,木造,nan,nan,地上3階建,3階部分,2021[R3]年9月,居住中,相談　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 ＢＳ端子　 収納スペース　 システムキッチン　 カウンターキッチン　 室内洗濯機置場　 浴室乾燥機　 フローリング　 バルコニー　 オートロック　 ＴＶモニタ付きインターホン　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　 全居室フローリング　 インターネット対応　 光ファイバー　 シューズボックス　 敷地内ゴミ置き場　,角部屋　 最上階　,"※物件のお問い合わせは下記担当者携帯までご連絡下さい。FAX番号:(092)707-7099入居時消毒代16,500円（税込）退去時クリーニング代　49,500円（税込）短期解約違約金　1年未満1ヶ月",一般媒介,松森,"
										TEL：080-8592-6749
",博多
7.5,98469357,2022年12月05日,2022年12月19日,福岡市博多区美野島３丁目１７－３０  mapを見る,ＭＯＤＥＲＮ　ＰＡＬＡＺＺＯ　博多ＰＲＯＳＴ  503,西鉄天神大牟田線西鉄平尾駅 徒歩18分 駅までmap 鹿児島本線博多駅 徒歩23分 駅までmap 福岡市空港線博多駅 徒歩23分 駅までmap ,34.54㎡ / 約10.45坪,nan,1LDK,ＬＤＫ10.5／洋3.6, 北西,nan,nan,nan,空無,nan,　,nan,nan,無,無,nan,無,nan,無,5000円,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上11階建,5階部分,2017[H29]年2月,居住中,相談　,プロパンガス　 電気　 上水道　 エアコン　 給湯　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＢＳ端子　 ＣＳ　 ガスコンロ設置可　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 独立洗面脱衣所　,ペット相談可　 猫可　,駐車場の空きについては要確認,専任媒介,nan,"
",博多
